,ID,name,categories,lat,lng,cuisines,Rating,Cost for Two
63,,Cafe Rendezvous,Indian Restaurant,28.5413113772963,77.21248395139374,"Bakery, Desserts, Cafe, Fast Food, Healthy Food, Italian, Continental, Pizza",4.1,1100.0
64,,The Hungry Monkey,Restaurant,28.558963584349282,77.19606191274109,"North Indian, Street Food",3.8,650.0
65,,Pizza Hut,Pizza Place,28.55627297324388,77.2022054858293,"Pizza, Fast Food",3.6,400.0
66,,cafe coffee day,Café,28.537923645030208,77.21940575932557,"Fast Food, Beverages",3.7,600.0
67,,Depot 29,Mexican Restaurant,28.559145852656624,77.19576756010719,"Ice Cream, Beverages, Desserts",3.8,250.0
68,,The Pink Room,Restaurant,28.55421458083684,77.19451162131492,"Continental, American, Asian, North Indian, Chinese, Pizza, Biryani, Beverages",4.7,1300.0
69,,Auro,Bistro,28.552096301475096,77.20406050148468,"Continental, Modern Indian, Italian",4.1,2000.0
70,,Gunpowder,Indian Restaurant,28.554963050766396,77.19414902739034,"Continental, American, Asian, North Indian, Chinese, Pizza, Biryani, Beverages",4.7,1300.0
71,,Rosang Cafe & Store,Indian Restaurant,28.557983528476793,77.20594264260683,"Street Food, North Indian",0,120.0
72,,Qahwa Dinercafe,Breakfast Spot,28.54619338853024,77.19658268446369,"Cafe, Desserts, North Indian",3.6,650.0
73,,#nofilter,Gastropub,28.546255909711387,77.1964676878138,"Burger, Cafe, Chinese, Ice Cream, Italian, Mexican, Pizza",3.3,200.0
74,,Nikashee,Chinese Restaurant,28.533844018899423,77.20894643155044,"Chinese, Thai",4.0,600.0
75,,Zerzura,Moroccan Restaurant,28.53909897204169,77.18887293752664,"Cafe, European, Continental",4.3,1100.0
76,,Maquina,Mexican Restaurant,28.553929123045407,77.19440544733985,"Continental, Tex-Mex",4.1,1800.0
77,,Bohca,Spanish Restaurant,28.55231,77.213017,"Italian, Asian, Continental, Japanese, European, Modern Indian",4.4,2300.0
