,ID,name,categories,lat,lng,cuisines,Rating,Cost for Two
55,,Eatopia,Food Court,28.58998253129265,77.22550008124124,"Pizza, Fast Food",3.6,500.0
56,,The Kitchen,Eastern European Restaurant,28.599850861853835,77.22638309121834,"North Indian, Chinese, Healthy Food",3.4,500.0
57,,Akash Air Force Officers Mess,Cafeteria,28.607946030057683,77.23423699212007,Cafe,0,500.0
58,,Larry's China,Chinese Restaurant,28.601760878492893,77.22919615380913,Chinese,3.9,3200.0
59,,Delhi high court canteen,Cafeteria,28.60885933520754,77.23691449904433,Cafe,0,500.0
60,,The House of Ming,Chinese Restaurant,28.604503816964385,77.22359231888505,Chinese,4.1,5500.0
61,,Bombay Bhel Puri counter - Sunder Nagar,Snack Place,28.602452,77.240743,North Indian,3.9,550.0
62,,Kamal Restaurant,Indian Restaurant,28.60235,77.240698,South Indian,0,150.0
63,,Nathu's,Indian Restaurant,28.60247264877011,77.24077067576414,North Indian,3.1,250.0
64,,Sunder Nagar,Indian Restaurant,28.6022821763985,77.24079874063452,North Indian,3.9,550.0
65,,Spaghetti Kitchen,Italian Restaurant,28.602428406122005,77.24107377601055,"Continental, European",3.9,2200.0
66,,number 8 sundernagar market,Café,28.602582874738246,77.24125339060359,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.8,600.0
67,,Jade,Chinese Restaurant,28.600383802307814,77.21678961059109,Chinese,3.9,5000.0
68,,Pickwicks,Breakfast Spot,28.60056299912618,77.21667975591778,"European, Continental",3.9,3600.0
69,,Turant,Chinese Restaurant,28.620974,77.237221,Chinese,3.7,300.0
70,,Aap Ki Khatir,Indian Restaurant,28.592860832086362,77.24133758484983,Mughlai,0,300.0
71,,Slice of Italy,Pizza Place,28.59301451828417,77.24201917648315,"Bakery, Desserts, Beverages",3.8,200.0
72,,ఆంధ్ర భవన్ (Andhra Bhavan),Indian Restaurant,28.619656633029656,77.21996068954468,"South Indian, Andhra",4.1,300.0
